cluster_id,paper_id,doi,title,source_lane,page_hint,cluster_basis,char_start,char_end,member_count,field_group_count,field_groups,field_values_json,positioned_member_count,existing_condition_ids,existing_condition_overlap_count,cluster_quality,relative_core_signal,comsol_requirement_count,comsol_missing_requirements,strict_gate_status,condition_scope
CONDCL-057e85029b683ef20c,OA2P-000005,10.1002/adfm.201702425,Direct Laser Writing of Low‐Density Interdigitated Foams for Plasma Drive Shaping,out_of_scope_for_expansion,11,char_window,19360,19377,1,1,voxel_or_line_geometry,"{""voxel_or_line_geometry"": [{""normalized"": ""0.35"", ""normalized_unit"": ""um"", ""raw"": ""350 nm line width"", ""raw_unit"": ""nm""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-cdb4eecb7c57f80c51,OA2P-000005,10.1002/adfm.201702425,Direct Laser Writing of Low‐Density Interdigitated Foams for Plasma Drive Shaping,out_of_scope_for_expansion,19,char_window,35158,35935,7,4,pulse_width_fs;repetition_rate_MHz;scan_speed;wavelength_nm,"{""pulse_width_fs"": [{""normalized"": ""100"", ""normalized_unit"": ""fs"", ""raw"": ""100 fs"", ""raw_unit"": ""fs""}], ""repetition_rate_MHz"": [{""normalized"": ""80"", ""normalized_unit"": ""MHz"", ""raw"": ""80 MHz"", ""raw_unit"": ""MHz""}], ""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""10 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": ""10000"", ""normalized_unit"": ""um/s"", ""raw"": ""10 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": ""40"", ""normalized_unit"": ""um/s"", ""raw"": ""40 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""40 µm/s"", ""raw_unit"": ""µm/s""}], ""wavelength_nm"": [{""normalized"": ""780"", ""normalized_unit"": ""nm"", ""raw"": ""780 nm"", ""raw_unit"": ""nm""}]}",7,,0,high_information_local_cluster,false,4,atmosphere;focusing;geometry;power_plane,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-c7ce3e6840bd48a738,OA2P-000005,10.1002/adfm.201702425,Direct Laser Writing of Low‐Density Interdigitated Foams for Plasma Drive Shaping,out_of_scope_for_expansion,20,char_window,38231,38236,1,1,dwell_time_ms,"{""dwell_time_ms"": [{""normalized"": ""800"", ""normalized_unit"": ""ms"", ""raw"": ""0.8 s"", ""raw_unit"": ""s""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-0691176e53cd68331c,OA2P-000005,10.1002/adfm.201702425,Direct Laser Writing of Low‐Density Interdigitated Foams for Plasma Drive Shaping,out_of_scope_for_expansion,32,char_window,54743,54778,8,1,laser_power,"{""laser_power"": [{""normalized"": ""24"", ""normalized_unit"": ""mW"", ""raw"": ""24 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""24 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""26"", ""normalized_unit"": ""mW"", ""raw"": ""26 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""26 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""28 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""28"", ""normalized_unit"": ""mW"", ""raw"": ""28 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""30"", ""normalized_unit"": ""mW"", ""raw"": ""30 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""30 mW"", ""raw_unit"": ""mW""}]}",8,,0,single_field_context_cluster,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-34320139063b073ed0,OA2P-000005,10.1002/adfm.201702425,Direct Laser Writing of Low‐Density Interdigitated Foams for Plasma Drive Shaping,out_of_scope_for_expansion,33,char_window,55052,55596,7,2,scan_speed;wavelength_nm,"{""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""0.1 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": ""100"", ""normalized_unit"": ""um/s"", ""raw"": ""0.1 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": ""50000"", ""normalized_unit"": ""um/s"", ""raw"": ""50 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""50 mm/s"", ""raw_unit"": ""mm/s""}], ""wavelength_nm"": [{""normalized"": ""350"", ""normalized_unit"": ""nm"", ""raw"": ""350 nm"", ""raw_unit"": ""nm""}]}",7,,0,multi_field_candidate_cluster,false,2,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-cf1a81da471139072b,OA2P-000005,10.1002/adfm.201702425,Direct Laser Writing of Low‐Density Interdigitated Foams for Plasma Drive Shaping,out_of_scope_for_expansion,5,char_window,7776,8236,3,2,scan_speed;wavelength_nm,"{""scan_speed"": [{""normalized"": ""10000"", ""normalized_unit"": ""um/s"", ""raw"": ""10 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""10 mm/s"", ""raw_unit"": ""mm/s""}], ""wavelength_nm"": [{""normalized"": ""200"", ""normalized_unit"": ""nm"", ""raw"": ""200 nm"", ""raw_unit"": ""nm""}]}",3,,0,multi_field_candidate_cluster,false,2,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-3a7dfbfd6309cb7f46,OA2P-000005,10.1002/adfm.201702425,Direct Laser Writing of Low‐Density Interdigitated Foams for Plasma Drive Shaping,out_of_scope_for_expansion,7,char_window,12232,12254,1,1,hatch_spacing_um,"{""hatch_spacing_um"": [{""normalized"": ""4.5"", ""normalized_unit"": ""um"", ""raw"": ""line spacing of 4.5 µm"", ""raw_unit"": ""µm""}]}",1,,0,single_field_context_cluster,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-b4a5d516bb8aedf347,OA2P-000005,10.1002/adfm.201702425,Direct Laser Writing of Low‐Density Interdigitated Foams for Plasma Drive Shaping,out_of_scope_for_expansion,8,char_window,13093,13111,1,1,voxel_or_line_geometry,"{""voxel_or_line_geometry"": [{""normalized"": ""0.1"", ""normalized_unit"": ""um"", ""raw"": ""100 nm line widths"", ""raw_unit"": ""nm""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-d7779136f8724f6eb8,OA2P-000005,10.1002/adfm.201702425,Direct Laser Writing of Low‐Density Interdigitated Foams for Plasma Drive Shaping,out_of_scope_for_expansion,9,char_window,14945,15639,4,2,voxel_or_line_geometry;wavelength_nm,"{""voxel_or_line_geometry"": [{""normalized"": ""0.35"", ""normalized_unit"": ""um"", ""raw"": ""350 nm line widths"", ""raw_unit"": ""nm""}, {""normalized"": ""0.4"", ""normalized_unit"": ""um"", ""raw"": ""400 nm line widths"", ""raw_unit"": ""nm""}], ""wavelength_nm"": [{""normalized"": ""350"", ""normalized_unit"": ""nm"", ""raw"": ""350 nm"", ""raw_unit"": ""nm""}]}",4,,0,multi_field_candidate_cluster,false,2,atmosphere;focusing;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-52a3e13a2c30a40f5d,OA2P-000012,10.1002/adfm.202212482,Search for Alternative Two‐Step‐Absorption Photoinitiators for 3D Laser Nanoprinting,background_photopolymer_context,3,char_window,14187,14266,4,1,pi_loading,"{""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 mm"", ""raw_unit"": ""mm""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""25 mm"", ""raw_unit"": ""mm""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""50 mm"", ""raw_unit"": ""mm""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""12.5 mm"", ""raw_unit"": ""mm""}]}",4,,0,single_field_context_cluster,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-01d4e730d12247af33,OA2P-000012,10.1002/adfm.202212482,Search for Alternative Two‐Step‐Absorption Photoinitiators for 3D Laser Nanoprinting,background_photopolymer_context,3,char_window,15886,15911,2,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""405"", ""normalized_unit"": ""nm"", ""raw"": ""405 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""640"", ""normalized_unit"": ""nm"", ""raw"": ""640 nm"", ""raw_unit"": ""nm""}]}",2,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-2467237439cfc53474,OA2P-000012,10.1002/adfm.202212482,Search for Alternative Two‐Step‐Absorption Photoinitiators for 3D Laser Nanoprinting,background_photopolymer_context,4,char_window,16946,17902,5,2,objective_NA;scan_speed,"{""objective_NA"": [{""normalized"": ""1.4"", ""normalized_unit"": ""dimensionless"", ""raw"": ""1.4"", ""raw_unit"": """"}], ""scan_speed"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""1 mm/s"", ""raw_unit"": ""mm/s""}, {""normalized"": ""1000"", ""normalized_unit"": ""um/s"", ""raw"": ""1 mm/s"", ""raw_unit"": ""mm/s""}]}",5,,0,multi_field_candidate_cluster,false,2,atmosphere;geometry;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-0c30081f897fb39ead,OA2P-000012,10.1002/adfm.202212482,Search for Alternative Two‐Step‐Absorption Photoinitiators for 3D Laser Nanoprinting,background_photopolymer_context,4,char_window,21461,21599,4,1,laser_power,"{""laser_power"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""226 µW"", ""raw_unit"": ""µW""}, {""normalized"": ""0.226"", ""normalized_unit"": ""mW"", ""raw"": ""226 µW"", ""raw_unit"": ""µW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""42 µW"", ""raw_unit"": ""µW""}, {""normalized"": ""0.042"", ""normalized_unit"": ""mW"", ""raw"": ""42 µW"", ""raw_unit"": ""µW""}]}",4,,0,single_field_context_cluster,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-eb92f9f6b1d3611936,OA2P-000012,10.1002/adfm.202212482,Search for Alternative Two‐Step‐Absorption Photoinitiators for 3D Laser Nanoprinting,background_photopolymer_context,5,char_window,22535,23384,7,2,scan_speed;wavelength_nm,"{""scan_speed"": [{""normalized"": ""500"", ""normalized_unit"": ""um/s"", ""raw"": ""500 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""500 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": ""100"", ""normalized_unit"": ""um/s"", ""raw"": ""100 µm/s"", ""raw_unit"": ""µm/s""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 µm/s"", ""raw_unit"": ""µm/s""}], ""wavelength_nm"": [{""normalized"": ""405"", ""normalized_unit"": ""nm"", ""raw"": ""405 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""640"", ""normalized_unit"": ""nm"", ""raw"": ""640 nm"", ""raw_unit"": ""nm""}]}",7,,0,multi_field_candidate_cluster,false,2,atmosphere;focusing;geometry;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-26387341ce8adeddb6,OA2P-000012,10.1002/adfm.202212482,Search for Alternative Two‐Step‐Absorption Photoinitiators for 3D Laser Nanoprinting,background_photopolymer_context,5,char_window,25079,25084,2,1,laser_power,"{""laser_power"": [{""normalized"": ""10"", ""normalized_unit"": ""mW"", ""raw"": ""10 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""10 mW"", ""raw_unit"": ""mW""}]}",2,,0,single_field_context_cluster,false,0,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate;wavelength,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-d09bffd17e24747612,OA2P-000012,10.1002/adfm.202212482,Search for Alternative Two‐Step‐Absorption Photoinitiators for 3D Laser Nanoprinting,background_photopolymer_context,6,char_window,27948,30652,9,2,laser_power;wavelength_nm,"{""laser_power"": [{""normalized"": ""0.08"", ""normalized_unit"": ""mW"", ""raw"": ""80 µW"", ""raw_unit"": ""µW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""80 µW"", ""raw_unit"": ""µW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""1 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""1"", ""normalized_unit"": ""mW"", ""raw"": ""1 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""65 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""65"", ""normalized_unit"": ""mW"", ""raw"": ""65 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""5 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""5"", ""normalized_unit"": ""mW"", ""raw"": ""5 mW"", ""raw_unit"": ""mW""}], ""wavelength_nm"": [{""normalized"": ""640"", ""normalized_unit"": ""nm"", ""raw"": ""640 nm"", ""raw_unit"": ""nm""}]}",9,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-7549708a963049443a,OA2P-000012,10.1002/adfm.202212482,Search for Alternative Two‐Step‐Absorption Photoinitiators for 3D Laser Nanoprinting,background_photopolymer_context,6,char_window,32629,34439,9,2,laser_power;wavelength_nm,"{""laser_power"": [{""normalized"": ""0.672"", ""normalized_unit"": ""mW"", ""raw"": ""672 µW"", ""raw_unit"": ""µW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""672 µW"", ""raw_unit"": ""µW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""25 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""25"", ""normalized_unit"": ""mW"", ""raw"": ""25 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""0.616"", ""normalized_unit"": ""mW"", ""raw"": ""616 µW"", ""raw_unit"": ""µW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""616 µW"", ""raw_unit"": ""µW""}], ""wavelength_nm"": [{""normalized"": ""405"", ""normalized_unit"": ""nm"", ""raw"": ""405 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""640"", ""normalized_unit"": ""nm"", ""raw"": ""640 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""80"", ""normalized_unit"": ""nm"", ""raw"": ""80 nm"", ""raw_unit"": ""nm""}]}",9,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-0d92a84a7955d8d2e5,OA2P-000012,10.1002/adfm.202212482,Search for Alternative Two‐Step‐Absorption Photoinitiators for 3D Laser Nanoprinting,background_photopolymer_context,7,char_window,35383,36529,7,2,laser_power;wavelength_nm,"{""laser_power"": [{""normalized"": ""1.86"", ""normalized_unit"": ""mW"", ""raw"": ""1.86 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""1.86 mW"", ""raw_unit"": ""mW""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""2.7 mW"", ""raw_unit"": ""mW""}, {""normalized"": ""2.7"", ""normalized_unit"": ""mW"", ""raw"": ""2.7 mW"", ""raw_unit"": ""mW""}], ""wavelength_nm"": [{""normalized"": ""100"", ""normalized_unit"": ""nm"", ""raw"": ""100 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""50"", ""normalized_unit"": ""nm"", ""raw"": ""50 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""405"", ""normalized_unit"": ""nm"", ""raw"": ""405 nm"", ""raw_unit"": ""nm""}]}",7,,0,multi_field_candidate_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-3d96572fe5764240b4,OA2P-000012,10.1002/adfm.202212482,Search for Alternative Two‐Step‐Absorption Photoinitiators for 3D Laser Nanoprinting,background_photopolymer_context,8,char_window,38658,41997,9,3,pi_loading;power_measurement_plane;wavelength_nm,"{""pi_loading"": [{""normalized"": """", ""normalized_unit"": """", ""raw"": ""100 mm"", ""raw_unit"": ""mm""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""25 mm"", ""raw_unit"": ""mm""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""50 mM"", ""raw_unit"": ""mM""}, {""normalized"": """", ""normalized_unit"": """", ""raw"": ""12.5 mm"", ""raw_unit"": ""mm""}], ""power_measurement_plane"": [{""normalized"": """", ""normalized_unit"": ""focus_estimated"", ""raw"": ""in the focal plane"", ""raw_unit"": """"}], ""wavelength_nm"": [{""normalized"": ""405"", ""normalized_unit"": ""nm"", ""raw"": ""405 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""640"", ""normalized_unit"": ""nm"", ""raw"": ""640 nm"", ""raw_unit"": ""nm""}, {""normalized"": ""80"", ""normalized_unit"": ""nm"", ""raw"": ""80 nm"", ""raw_unit"": ""nm""}]}",9,,0,multi_field_candidate_cluster,false,2,atmosphere;focusing;geometry;motion_or_dwell;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
CONDCL-899649ec7ebace3f4a,ZPC-004316,10.1002/adfm.202312211,Surface modification of 3D-printed micro- and macro-structures via in situ nitroxide-mediated radical photopolymerization,polymerization_process_prior,4,char_window,11882,11888,1,1,wavelength_nm,"{""wavelength_nm"": [{""normalized"": ""760"", ""normalized_unit"": ""nm"", ""raw"": ""760 nm"", ""raw_unit"": ""nm""}]}",1,,0,single_field_context_cluster,false,1,atmosphere;focusing;geometry;motion_or_dwell;power_plane;pulse_width;repetition_rate,automatic_candidate_not_strict_ready,local_text_window_cluster_candidate
